region,hazard,rp,hhid,affected_cat,helped_cat,index,c,c_min,const,dc0,dc0_prv,dc0_pub,dc_net,dc_t,di0_pub,di_prv_t,di_pub_t,di_t,dk0,dk_private,dk_prv_t,dk_public,dw,dw_curr_no_clip,hh_reco_rate,integ,intermed_sf_num,optimal_hh_reco_rate,pc_fee,pcsoc,pcwgt,pov_line,sav_delta,sav_f,sav_i,sav_offset_to,scale_fac_soc,t_exhaust_sav,t_pov_cons,t_pov_inc,t_start_prv_reco,welf_class,wprime_hh,dw_curr,dw_tot
III - Central Luzon,EQ,2000,349211220248,a,helped,620950,24170.000000000007,15573.959716184301,0.012864463244283005,22961.230023109656,21954.446573198096,1006.7834499115601,21954.5,21954.5,1006.7834499115601,21954.45,0.05,21954.5,72023.0,68865.0,68865.0,3158.0,0.08400922942424362,1513875.1692714638,0.0,8.721464386335953,168186609.6974617,0.0050000000000000044,,0.0,2442.260285,22302.6775,0.0,1.3287149158713873e-11,24723.17,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,2.6612460166079853e-07,1133537.7415140255,2768394207.6483
III - Central Luzon,EQ,2000,349231909131,a,helped,620959,25969.074000000004,15573.959716184301,0.012410856773512018,24417.202964388864,23347.615100407456,1069.5878639814073,23336.96,23336.96,1069.5878639814073,23336.91,0.05,23336.96,76534.0,73179.0,73179.0,3355.0,0.08400922942424362,1387877.6763900851,0.0,8.287822535449887,235603453.2740869,0.0049999999999999975,,284.98956282853237,3219.543255,22302.6775,0.0,8.526512829121202e-12,26563.28,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,2.389545498139829e-07,1133537.7415140255,3649473789.9794145
III - Central Luzon,EQ,2000,349261609153,a,helped,620982,18855.556999999993,15573.959716184301,0.014564994084932578,17139.566285920773,16390.69537906762,748.8709068531522,16358.0,16358.0,748.8709068531522,16357.97,0.03,16358.0,53591.0,51242.0,51242.0,2349.0,0.08400922942424362,1577362.0660159693,0.0,8.026239155753325,236671098.73675355,0.0050000000000000044,,870.8014618125385,4618.683875,22302.6775,0.0,-2.5579538487363607e-12,8.27,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.8622550595913404e-07,1133537.7415140255,5235452488.434748
III - Central Luzon,EQ,2000,349263338164,a,helped,620986,50496.223000000005,15573.959716184301,0.008900216028854342,47971.0954005992,45867.94453959016,2103.150861009044,45868.04,45868.04,2103.150861009044,45867.94,0.1,45868.04,150472.0,143875.0,143875.0,6597.0,0.08400922942424362,1256123.550558776,0.0,10.459786655386223,189277168.72228542,0.0050000000000000044,,0.0,1315.5639899999999,22302.6775,0.0,1.3642420526593924e-12,51651.9,0.0,0.025048748102903654,10.0,7.957610789980691,10.019267822736055,-1.0,3.0,8.812754202283942e-08,1133537.7415140255,1491241434.0417798
III - Central Luzon,EQ,2000,349266112248,a,helped,620987,20633.984000000004,15573.959716184301,0.013923180422288326,19601.99088070367,18742.494939930533,859.4959407731368,18742.53,18742.53,859.4959407731368,18742.49,0.04,18742.53,61486.0,58790.0,58790.0,2696.0,0.08400922942424362,2083147.7086974164,0.0,11.088495660992558,412253020.1986055,0.0050000000000000044,,0.0,7012.283544999999,22302.6775,0.0,-4.423128530106624e-12,9.48,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.3738468592125307e-07,1133537.7415140255,7948688052.455263
III - Central Luzon,EQ,2000,349274211213,a,helped,620992,40027.984000000004,15573.959716184301,0.009996503834331216,38026.31929656462,36358.9736844565,1667.3456121081251,36359.05,36359.05,1667.3456121081251,36358.97,0.08,36359.05,119278.0,114048.0,114048.0,5230.0,0.08400922942424362,1355326.1901432471,0.0,10.048163895531085,66606318.75541066,0.0049999999999999975,,0.0,584.0188175,22302.6775,0.0,4.1382008930668235e-11,40944.08,0.0,0.025048748102903654,10.0,7.726396917148325,10.019267822736055,-1.0,3.0,1.2486893961898274e-07,1133537.7415140255,662007371.3906418
III - Central Luzon,EQ,2000,349371216401,a,helped,621064,38017.46500000001,15573.959716184301,0.01025742660800507,36116.36373975013,34532.86361444591,1583.5001253042176,34532.93,34532.93,1583.5001253042176,34532.86,0.07,34532.93,113287.0,108320.0,108320.0,4967.0,0.08400922942424362,1375191.8313504853,0.0,9.936098363028133,253190702.02602485,0.0050000000000000044,,0.0,2337.42769,22302.6775,0.0,1.9831247755064396e-11,38887.55,0.0,0.025048748102903654,10.0,7.668593448940233,10.019267822736055,-1.0,3.0,1.349041369276603e-07,1133537.7415140255,2649562504.674946
III - Central Luzon,EQ,2000,349393012143,a,helped,621075,26935.961,15573.959716184301,0.012186072521954205,24816.050987477676,23730.522916879556,1085.5280705981197,23697.85,23697.85,1085.5280705981197,23697.8,0.05,23697.85,77670.0,74265.0,74265.0,3405.0,0.08400922942424362,1204623.0606545354,0.0,7.326194272783911,274247203.9206475,0.0050000000000000044,,870.8014471300287,3692.8112149999997,22302.6775,0.0,-2.7853275241795927e-12,27552.03,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,2.2620452490917637e-07,1133537.7415140255,4185940884.4887643
III - Central Luzon,EQ,2000,349393014168,a,helped,621077,18407.871000000003,15573.959716184301,0.01474104305178665,17487.363070930587,16720.639132666718,766.7239382638702,16720.68,16720.68,766.7239382638702,16720.64,0.04,16720.68,54853.0,52448.0,52448.0,2405.0,0.08400922942424362,2110383.7819838426,0.0,10.61021642462527,145260724.9537587,0.0050000000000000044,,0.0,2769.6083399999998,22302.6775,0.0,6.942002528376179e-12,8.46,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,4.0040054202320973e-07,1133537.7415140255,3139455582.602009
III - Central Luzon,EQ,2000,349393015181,a,helped,621078,29802.066,15573.959716184301,0.0115852873368537,27384.404542541623,26186.657417361846,1197.7471251797756,26147.45,26147.45,1197.7471251797756,26147.39,0.06,26147.45,85692.0,81935.0,81935.0,3757.0,0.08400922942424362,1162222.4629621834,0.0,7.434871587609884,252142606.12997523,0.0050000000000000044,,1044.9617311795687,3077.342695,22302.6775,0.0,3.694822225952521e-12,30483.64,0.0,0.025048748102903654,10.0,7.2061657032754995,10.019267822736055,-1.0,3.0,1.9437054023123265e-07,1133537.7415140255,3488284088.3549843
III - Central Luzon,EQ,2000,349810158003,a,helped,621101,26056.088000000003,15573.959716184301,0.01239011648829567,24381.855633206942,23314.18059401954,1067.6750391874018,23298.52,23298.52,1067.6750391874018,23298.47,0.05,23298.52,76397.0,73048.0,73048.0,3349.0,0.08400922942424362,1340790.4963181114,0.0,8.020040288032193,236033927.5018745,0.0050000000000000044,,417.98471554935435,3231.210015,22302.6775,0.0,1.6839862837514374e-11,26652.22,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,2.3775857082413268e-07,1133537.7415140255,3662698502.7606006
III - Central Luzon,EQ,2000,349919211211,a,helped,621116,33885.75000000001,15573.959716184301,0.01086479270133393,32191.247262450845,30779.901368607123,1411.345893843723,30779.96,30779.96,1411.345893843723,30779.9,0.06,30779.96,100975.0,96548.0,96548.0,4427.0,0.08400922942424362,1419627.431533096,0.0,9.68375859998073,338707583.31633335,0.0050000000000000044,,0.0,3508.1707349999997,22302.6775,0.0,-7.551292924290465e-12,34661.27,0.0,0.025048748102903654,10.0,7.5144508670519885,10.019267822736055,-1.0,3.0,1.6031506903837052e-07,1133537.7415140255,3976643931.7974987
III - Central Luzon,EQ,2000,354113423637,a,helped,621144,44659.848000000005,15573.959716184301,0.00946392686171785,42204.01304468134,40354.311468878026,1849.701575803316,40344.98,40344.98,1849.701575803316,40344.89,0.09,40344.98,132333.0,126531.0,126531.0,5802.0,0.08400922942424362,1138448.9649406115,0.0,8.915243463811064,369055294.4740917,0.005000000000000001,,250.79081867462804,2916.7122299999996,22302.6775,0.0,2.830802259268239e-11,60868.51,0.0,0.025048748102903654,10.0,7.244701348747561,10.019267822736055,-1.0,3.0,1.0595565463767196e-07,1133537.7415140255,3306203393.8405366
III - Central Luzon,EQ,2000,354117216312,a,helped,621148,34902.10900000001,15573.959716184301,0.010705431092803485,33156.90497929129,31703.158135847116,1453.746843444178,31703.23,31703.23,1453.746843444178,31703.16,0.07,31703.23,104004.0,99444.0,99444.0,4560.0,0.08400922942424362,1267251.6877718456,0.0,8.77303242205455,355533995.65302664,0.0050000000000000044,,0.0,3575.21062,22302.6775,0.0,-6.906475391588174e-11,47569.42,0.0,0.025048748102903654,10.0,6.955684007707102,10.019267822736055,-1.0,3.0,1.533636705564624e-07,1133537.7415140255,4052636171.6317587
III - Central Luzon,EQ,2000,354117219515,a,helped,621151,41219.09800000001,15573.959716184301,0.009851009859443934,39157.75516221887,37440.994909598936,1716.760252619934,37441.07,37441.07,1716.760252619934,37440.99,0.08,37441.07,122827.0,117442.0,117442.0,5385.0,0.08400922942424362,1213307.3804067883,0.0,9.128114983788857,419880772.21966845,0.005,,0.0,3575.21062,22302.6775,0.0,-3.0524915928253904e-11,56179.1,0.0,0.025048748102903654,10.0,7.167630057803438,10.019267822736055,-1.0,3.0,1.194956990500366e-07,1133537.7415140255,4052636171.6317587
III - Central Luzon,EQ,2000,354132145118,a,helped,621177,44328.51200000001,15573.959716184301,0.009499230346541647,41839.60325419414,40006.16068913987,1833.4425650542692,39994.72,39994.72,1833.4425650542692,39994.64,0.08,39994.72,131179.0,125428.0,125428.0,5751.0,0.08400922942424362,1129992.4566569503,0.0,8.816133172423465,627514714.7163682,0.0050000000000000044,,306.522117129293,5002.976925,22302.6775,0.0,-2.0122570276726037e-11,60416.9,0.0,0.025048748102903654,10.0,7.244701348747561,10.019267822736055,-1.0,3.0,1.0714582915101736e-07,1133537.7415140255,5671063164.411284
III - Central Luzon,EQ,2000,354148010314,a,helped,621184,15161.26,15573.959716184301,0.01624285427179202,14402.614286464392,13771.382104442577,631.2321820218141,13771.41,13771.41,631.2321820218141,13771.38,0.03,13771.41,45177.0,43197.0,43197.0,1980.0,0.08400922942424362,2120811.431273844,0.0,9.676776805165876,302209052.5134173,0.005,,0.0,6996.05099,22302.6775,0.0,2.824407374646398e-13,6.97,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,5.356696696643954e-07,1133537.7415140255,7930287838.721561
III - Central Luzon,EQ,2000,354163125231,a,helped,621208,16636.057000000004,15573.959716184301,0.015506179097887344,15803.758448073419,15110.997068511095,692.7613795623242,15111.03,15111.03,692.7613795623242,15111.0,0.03,15111.03,49572.0,47399.0,47399.0,2173.0,0.08400922942424362,2123411.425493171,0.0,10.148932651094665,296077246.66906285,0.0050000000000000044,,0.0,6246.47401,22302.6775,0.0,-7.048583938740194e-12,7.65,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,4.660412950582984e-07,1133537.7415140255,7080614041.721458
III - Central Luzon,EQ,2000,354167216311,a,helped,621227,21852.012000000002,15573.959716184301,0.013529578926261011,20179.438758001277,19296.67011556774,882.768642433537,19272.17,19272.17,882.768642433537,19272.13,0.04,19272.17,63169.0,60400.0,60400.0,2769.0,0.08400922942424362,1699469.6437929343,0.0,9.309366910849374,282525285.3823724,0.0050000000000000044,,653.1010976697936,4677.561075,22302.6775,0.0,-1.4566126083082054e-12,9.74,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.0957284222297266e-07,1133537.7415140255,5302192016.749416
III - Central Luzon,EQ,2000,354212413319,a,helped,621246,20261.152,15573.959716184301,0.014050698938350648,18702.244928365242,17884.19352479556,818.0514035696843,17861.14,17861.14,818.0514035696843,17861.1,0.04,17861.14,58543.0,55977.0,55977.0,2566.0,0.08400922942424362,1713224.0373334815,0.0,9.036645534384077,277718465.2451119,0.0050000000000000044,,614.6833802153022,4961.285510000001,22302.6775,0.0,1.6484591469634324e-12,9.03,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.467398827655666e-07,1133537.7415140255,5623804372.011661
III - Central Luzon,EQ,2000,354221004108,a,helped,621252,40496.316000000006,15573.959716184301,0.009938531929434684,38471.36986530323,36784.577201122716,1686.7926641805143,36784.66,36784.66,1686.7926641805143,36784.58,0.08,36784.66,120674.0,115383.0,115383.0,5291.0,0.08400922942424362,1219897.9030891801,0.0,9.096875771499313,352276430.62072164,0.0050000000000000044,,0.0,3053.098695,22302.6775,0.0,-2.2737367544323206e-13,55193.98,0.0,0.025048748102903654,10.0,7.148362235067408,10.019267822736055,-1.0,3.0,1.2270908703688854e-07,1133537.7415140255,3460802599.3497186
III - Central Luzon,EQ,2000,354810126243,a,helped,621301,20308.869000000002,15573.959716184301,0.014034182718633919,19293.06967647178,18447.282313389016,845.787363082764,18447.32,18447.32,845.787363082764,18447.28,0.04,18447.32,60517.0,57864.0,57864.0,2653.0,0.08400922942424362,2088698.3520751775,0.0,11.030104170460046,212469879.72738948,0.0050000000000000044,,0.0,3671.8759699999996,22302.6775,0.0,4.945377440890297e-12,9.33,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.4551856921805734e-07,1133537.7415140255,4162209994.153421
III - Central Luzon,EQ,2000,369102117132,a,helped,621344,31794.688000000006,15573.959716184301,0.011216379935592541,30204.778713876138,28880.466348159665,1324.3123657164726,28880.53,28880.53,1324.3123657164726,28880.47,0.06,28880.53,94744.0,90590.0,90590.0,4154.0,0.08400922942424362,1483062.430132591,0.0,9.799360567834473,139227292.71734664,0.0050000000000000044,,0.0,1536.891475,22302.6775,0.0,-8.270717444247566e-12,29409.97,0.0,0.025048748102903654,10.0,7.591522157996111,10.019267822736055,-1.0,3.0,1.7638763958923799e-07,1133537.7415140255,1742124491.5236592
III - Central Luzon,EQ,2000,369102118153,a,helped,621345,38910.88700000001,15573.959716184301,0.010138983824395053,36965.020340023904,35344.22013123658,1620.800208787325,35344.29,35344.29,1620.800208787325,35344.22,0.07,35344.29,115949.0,110865.0,110865.0,5084.0,0.08400922942424362,1403751.0024131194,0.0,10.260928601722236,136310266.55457374,0.0050000000000000044,,0.0,1229.51318,22302.6775,0.0,8.185452315956354e-12,35992.43,0.0,0.025048748102903654,10.0,7.861271676300539,10.019267822736055,-1.0,3.0,1.3028466588791783e-07,1133537.7415140255,1393699593.2189274
III - Central Luzon,EQ,2000,369168826170,a,helped,621387,40981.875000000015,15573.959716184301,0.009879479934400871,38932.36064065855,37225.483316140984,1706.877324517572,37225.56,37225.56,1706.877324517572,37225.48,0.08,37225.56,122120.0,116766.0,116766.0,5354.0,0.08400922942424362,1381894.1684398348,0.0,10.366489618393532,445568914.564871,0.0050000000000000044,,0.0,3815.9050899999997,22302.6775,0.0,-3.979039320256561e-12,37908.09,0.0,0.025048748102903654,10.0,7.91907514450863,10.019267822736055,-1.0,3.0,1.2053474779278482e-07,1133537.7415140255,4325472437.550474
III - Central Luzon,EQ,2000,369169907218,a,helped,621391,35864.35900000001,15573.959716184301,0.010560839905601352,34070.59762256125,32577.000262575286,1493.5973599859592,32577.07,32577.07,1493.5973599859592,32577.0,0.07,32577.07,106870.0,102185.0,102185.0,4685.0,0.08400922942424362,1437304.4744557699,0.0,10.086519557748959,372988049.3453563,0.0050000000000000044,,0.0,3650.1175499999995,22302.6775,0.0,-5.6843418860808015e-12,33174.41,0.0,0.025048748102903654,10.0,7.764932562620386,10.019267822736055,-1.0,3.0,1.4723307763009716e-07,1133537.7415140255,4137546003.887707
III - Central Luzon,EQ,2000,369171408158,a,helped,621396,22561.434000000005,15573.959716184301,0.01331516785747559,21432.88301269926,20493.36723471023,939.5157779890334,20493.41,20493.41,939.5157779890334,20493.37,0.04,20493.41,67229.0,64282.0,64282.0,2947.0,0.08400922942424362,1575717.2259617858,0.0,8.77046568204974,206719974.0424979,0.0050000000000000044,,0.0,3215.823055,22302.6775,0.0,-3.8397729440475814e-11,20869.25,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,2.950869137457217e-07,1133537.7415140255,3645256802.8734336
III - Central Luzon,EQ,2000,369176015219,a,helped,621414,10710.855999999996,15573.959716184301,0.019324928928440996,9433.164264457073,9021.906933745891,411.2573307111819,8990.51,8990.51,411.2573307111819,8990.49,0.02,8990.51,29425.0,28135.0,28135.0,1290.0,0.08400922942424362,1211030.9488329752,0.0,4.6443864903398255,82204582.30491021,0.0050000000000000044,,835.9694308947107,2921.784565,22302.6775,0.0,1.1567635738174431e-11,4.54,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,9.021187908996724e-07,1133537.7415140255,3311953077.0006394
III - Central Luzon,EQ,2000,369181011292,a,helped,621418,33186.51600000001,15573.959716184301,0.010978655686127907,31526.85945066627,30144.524732864964,1382.334717801306,30144.58,30144.58,1382.334717801306,30144.52,0.06,30144.58,98891.0,94555.0,94555.0,4336.0,0.08400922942424362,1468797.0863359796,0.0,9.91524965920836,397598489.3454679,0.0050000000000000044,,0.0,4204.935219999999,22302.6775,0.0,8.981260180007666e-12,30697.41,0.0,0.025048748102903654,10.0,7.649325626204202,10.019267822736055,-1.0,3.0,1.6540837980895468e-07,1133537.7415140255,4766452772.491581
III - Central Luzon,EQ,2000,369181014376,a,helped,621419,28496.574000000008,15573.959716184301,0.011847689685090201,27071.571701295135,25884.663916614725,1186.907784680411,25884.71,25884.71,1186.907784680411,25884.66,0.05,25884.71,84916.0,81193.0,81193.0,3723.0,0.08400922942424362,1519598.9571603239,0.0,9.505748784886503,170706013.1175842,0.0050000000000000044,,0.0,2102.4676099999997,22302.6775,0.0,8.540723683836404e-12,26359.23,0.0,0.025048748102903654,10.0,7.418111753371836,10.019267822736055,-1.0,3.0,2.078791942689356e-07,1133537.7415140255,2383226386.2457905
III - Central Luzon,EQ,2000,369928018140,a,helped,621479,21941.604999999996,15573.959716184301,0.013501928362862875,19453.397736261533,18604.741135987762,848.6566002737723,18545.88,18545.88,848.6566002737723,18545.84,0.04,18545.88,60712.0,58050.0,58050.0,2662.0,0.08400922942424362,1356318.2526378576,0.0,7.444864938116757,161222722.13925555,0.0050000000000000044,,1567.4426311310665,2777.30201,22302.6775,0.0,-7.389644451905042e-12,9.36,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.07678685375634e-07,1133537.7415140255,3148176647.917763
III - Central Luzon,EQ,2000,369928021165,a,helped,621481,22803.088000000007,15573.959716184301,0.013244426697735574,21662.740792112258,20713.023281888527,949.7175102237294,20713.06,20713.06,949.7175102237294,20713.02,0.04,20713.06,67950.0,64971.0,64971.0,2979.0,0.08400922942424362,1573278.6936360216,0.0,8.803665108707667,203000024.00093812,0.0050000000000000044,,0.0,3124.46469,22302.6775,0.0,3.6123992686043493e-11,21092.78,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,2.904086213616237e-07,1133537.7415140255,3541698648.1429195
III - Central Luzon,EQ,2000,371134012500,a,helped,621500,18612.914000000008,15573.959716184301,0.014659623289063714,17681.833591654486,16906.820745949924,775.0128457045606,16906.86,16906.86,775.0128457045606,16906.82,0.04,16906.86,55463.0,53032.0,53032.0,2431.0,0.08400922942424362,2110095.350277012,0.0,10.667687542009569,133571282.1969512,0.0050000000000000044,,0.0,2518.686835,22302.6775,0.0,4.604316927725449e-12,8.55,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,3.938024773838129e-07,1133537.7415140255,2855026586.527009
III - Central Luzon,EQ,2000,371134016657,a,helped,621502,26818.998000000007,15573.959716184301,0.012212616559022844,25187.758083332054,24083.420568926213,1104.3375144058405,24083.47,24083.47,1104.3375144058405,24083.42,0.05,24083.47,79007.0,75543.0,75543.0,3464.0,0.08400922942424362,1643342.1591712183,0.0,9.972643443074363,237836942.7213895,0.015000000000000013,,0.0,3148.3584249999994,22302.6775,0.0,2.6147972675971687e-12,10919.85,0.0,0.025048748102903654,10.0,8.150289017341004,10.019267822736055,-1.0,3.0,2.2768592173023843e-07,1133537.7415140255,3568783098.5511537
III - Central Luzon,EQ,2000,371148316415,a,helped,621508,33935.738000000005,15573.959716184301,0.010856787727232434,32238.74907816865,30825.17155539859,1413.5775227700624,30825.24,30825.24,1413.5775227700624,30825.17,0.07,30825.24,101124.0,96690.0,96690.0,4434.0,0.08400922942424362,1677624.162571883,0.0,11.45207919106081,305873205.5742249,0.0050000000000000044,,0.0,3163.435305,22302.6775,0.0,-2.134470378223341e-11,13814.19,0.0,0.025048748102903654,10.0,8.49710982658957,10.019267822736055,-1.0,3.0,1.599609787067609e-07,1133537.7415140255,3585873311.0554323
III - Central Luzon,EQ,2000,371690138001,a,helped,621511,32646.10400000001,15573.959716184301,0.011069151097748198,31013.584797608128,29653.885173202554,1359.6996244055742,29653.95,29653.95,1359.6996244055742,29653.89,0.06,29653.95,97281.0,93016.0,93016.0,4265.0,0.08400922942424362,1697951.7764530543,0.0,11.368470846150496,214021487.6638826,0.0050000000000000044,,0.0,2300.905605,22302.6775,0.0,-1.0800249583553523e-12,13289.22,0.0,0.025048748102903654,10.0,8.439306358381476,10.019267822736055,-1.0,3.0,1.695324976258759e-07,1133537.7415140255,2608163342.9286623
III - Central Luzon,EQ,2000,377223013217,a,helped,621540,54667.820000000014,15573.959716184301,0.008553898994956122,51934.14956964625,49657.250456515045,2276.8991131312105,49657.35,49657.35,2276.8991131312105,49657.25,0.1,49657.35,162903.0,155761.0,155761.0,7142.0,0.08400922942424362,1144446.8668303962,0.0,9.915680696292476,91072892.23668455,0.0050000000000000044,,0.0,584.6951415,22302.6775,0.0,2.7853275241795927e-11,68757.3,0.0,0.025048748102903654,10.0,7.649325626204202,10.019267822736055,-1.0,3.0,7.823523047888245e-08,1133537.7415140255,662774010.1701336
III - Central Luzon,EQ,2000,377614014127,a,helped,621546,18315.221,15573.959716184301,0.014778280789094078,17399.37313040634,16636.47484173048,762.8982886758592,16636.51,16636.51,762.8982886758592,16636.47,0.04,16636.51,54577.0,52184.0,52184.0,2393.0,0.08400922942424362,2113121.440976881,0.0,10.597210452456327,120140180.96181868,0.005000000000000001,,0.0,2302.23684,22302.6775,0.0,4.519051799434237e-12,8.41,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,4.034426008043822e-07,1133537.7415140255,2609672348.043987
III - Central Luzon,EQ,2000,377614016146,a,helped,621548,16003.196000000004,15573.959716184301,0.015809809374974244,15202.493854491026,14536.193217912443,666.3006365785816,14536.22,14536.22,666.3006365785816,14536.19,0.03,14536.22,47686.0,45596.0,45596.0,2090.0,0.08400922942424362,2123066.3257389707,0.0,9.952402804433623,119969164.60984202,0.0050000000000000044,,0.0,2631.1279799999998,22302.6775,0.0,1.9412027540965937e-11,7.36,0.0,0.025048748102903654,10.0,10.019267822736055,10.019267822736055,-1.0,3.0,4.939578748824373e-07,1133537.7415140255,2982482868.0835595
III - Central Luzon,EQ,2000,377614020184,a,helped,621553,32993.54300000001,15573.959716184301,0.011010714918905424,31343.54707457408,29969.501264213464,1374.0458103606156,29969.56,29969.56,1374.0458103606156,29969.5,0.06,29969.56,98316.0,94006.0,94006.0,4310.0,0.08400922942424362,1329232.7991702505,0.0,8.946981661646438,247342339.10678637,0.0050000000000000044,,0.0,2631.1279799999998,22302.6775,0.0,1.0743406164692715e-11,41496.93,0.0,0.025048748102903654,10.0,7.052023121387255,10.019267822736055,-1.0,3.0,1.668616631882399e-07,1133537.7415140255,2982482868.0835595
III - Central Luzon,EQ,2000,377619098001,a,helped,621558,50964.66000000002,15573.959716184301,0.008859218846088764,48415.827165205475,46293.229252124045,2122.5979130814335,46293.33,46293.33,2122.5979130814335,46293.23,0.1,46293.33,151867.0,145209.0,145209.0,6658.0,0.08400922942424362,1171007.5357741627,0.0,9.796146613108265,346687965.1656969,0.0050000000000000044,,0.0,2387.505135,22302.6775,0.0,1.7053025658242404e-12,64099.73,0.0,0.025048748102903654,10.0,7.591522157996111,10.019267822736055,-1.0,3.0,8.691531392624577e-08,1133537.7415140255,2706327178.5810385
III - Central Luzon,EQ,2000,3141215113265,a,helped,621598,29348.926000000007,15573.959716184301,0.011674381709729705,27858.103496056,26636.76486508349,1221.3386309725101,26635.84,26635.84,1221.3386309725101,26635.78,0.06,26635.84,87378.0,83547.0,83547.0,3831.0,0.08400922942424362,1507197.3690469798,0.0,9.568134129224136,357609047.019112,0.0050000000000000044,,26.12404471763504,4280.32475,22302.6775,0.0,-2.2112089936854318e-11,26785.92,0.0,0.025048748102903654,10.0,7.495183044315958,10.019267822736055,-1.0,3.0,1.9888941949238114e-07,1133537.7415140255,4851909650.061585
III - Central Luzon,EQ,2000,3141215116327,a,helped,621601,48999.05900000001,15573.959716184301,0.009035165785499687,46355.045811038624,44323.30707567245,2031.7387353661725,44315.19,44315.19,2031.7387353661725,44315.1,0.09,44315.19,145360.0,138987.0,138987.0,6373.0,0.08400922942424362,1267026.1672571797,0.0,10.392989174364956,495758968.9811611,0.0050000000000000044,,218.39700996164532,3566.937355,22302.6775,0.0,1.91562321560923e-11,44719.96,0.0,0.025048748102903654,10.0,8.09248554913291,10.019267822736055,-1.0,3.0,9.219733980503265e-08,1133537.7415140255,4043258113.508712
III - Central Luzon,EQ,2000,3141222211065,a,helped,621631,41379.409999999996,15573.959716184301,0.009831908963251836,38444.776851390576,36761.80983679807,1682.9670145925033,36725.24,36725.24,1682.9670145925033,36725.16,0.08,36725.24,120399.0,115120.0,115120.0,5279.0,0.08400922942424362,1181525.3750580673,0.0,8.906277466870723,973995806.6217157,0.0050000000000000044,,975.2977790858623,8460.68233,22302.6775,0.0,4.547473508864641e-12,37765.37,0.0,0.025048748102903654,10.0,7.880539499036569,10.019267822736055,-1.0,3.0,1.188019471912702e-07,1133537.7415140255,9590502740.015823
III - Central Luzon,EQ,2000,3141332016354,a,helped,621640,29952.72100000001,15573.959716184301,0.011556115000339066,28454.862831493443,27207.382261669525,1247.4805698239186,27207.44,27207.44,1247.4805698239186,27207.38,0.06,27207.44,89255.0,85342.0,85342.0,3913.0,0.08400922942424362,1510708.2619786775,0.0,9.68857188214457,121764087.44114958,0.0050000000000000044,,0.0,1426.77498,22302.6775,0.0,-3.694822225952521e-12,27337.0,0.0,0.025048748102903654,10.0,7.533718689788019,10.019267822736055,-1.0,3.0,1.9290592998778079e-07,1133537.7415140255,1617303288.4779189
III - Central Luzon,EQ,2000,3142019129192,a,helped,621717,35894.078000000016,15573.959716184301,0.010556467003283701,34098.971190339005,32604.098613823706,1494.872576515296,32604.17,32604.17,1494.872576515296,32604.1,0.07,32604.17,106959.0,102270.0,102270.0,4689.0,0.08400922942424362,1441871.9741533706,0.0,10.122764244314313,325020608.8666095,0.0050000000000000044,,0.0,3178.0573249999998,22302.6775,0.0,-8.01492205937393e-12,32759.51,0.0,0.025048748102903654,10.0,7.784200385356416,10.019267822736055,-1.0,3.0,1.4705025997998466e-07,1133537.7415140255,3602447922.582605
III - Central Luzon,EQ,2000,3142045213407,a,helped,621735,37306.727000000006,15573.959716184301,0.0103546737785913,35441.13658746619,33887.28524646906,1553.8513409971324,33887.36,33887.36,1553.8513409971324,33887.29,0.07,33887.36,111169.0,106295.0,106295.0,4874.0,0.08400922942424362,1427465.6501006323,0.0,10.216926326846194,472107436.38791424,0.0050000000000000044,,0.0,4441.4736299999995,22302.6775,0.0,-1.2448708730516955e-11,34048.8,0.0,0.025048748102903654,10.0,7.8227360308284775,10.019267822736055,-1.0,3.0,1.3877756923826767e-07,1133537.7415140255,5034577987.5443
